id;tp;Tip;Varsta;Judet;Localitate;ID_polita;TipPolita;sex;ID_client
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354505;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354509;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354510;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354513;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354516;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354518;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354520;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354521;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16354526;RCA;;aac6a6d856f68db685d0428a3c11f740
NULL;UTILIZATOR;PJ;NULL;BACAU;BACAU;16358025;RCA;;bbfcf536d062e8b68ae507a6c83c97e4
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;16366274;RCA;;8c469dce1ac95e5badbe9c0dcf393018
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;16367755;RCA;;3fb7c4ce570b39b489ff1522b22a66d1
NULL;UTILIZATOR;PF;64;SALAJ;ZALAU;16372532;RCA;F;4bfedf3f049308b5e915702c850f3596
NULL;UTILIZATOR;PF;44;MEHEDINTI;DROBETA-TURNU SEVERIN;16382820;RCA;F;6c86abcdc286f6e26ef676da13cf8ed4
NULL;UTILIZATOR;PF;50;BACAU;BACAU;16410401;RCA;F;8532ba703d7bb6e5b33494061c7343b7
NULL;UTILIZATOR;PJ;NULL;MURES;SIGHISOARA;16417061;RCA;;a6d0f8f72896ef616fefa6b96885bd23
NULL;UTILIZATOR;PJ;NULL;TIMIS;DUMBRAVITA;16425683;RCA;;caba40b244dce563604bbc3ed1c47b9c
NULL;UTILIZATOR;PJ;NULL;TIMIS;DUMBRAVITA;16425687;RCA;;caba40b244dce563604bbc3ed1c47b9c
NULL;UTILIZATOR;PF;45;PRAHOVA;PLOIESTI;16426652;RCA;F;afdf8f1e84257c4e7c8b454e593d2ac0
NULL;UTILIZATOR;PF;51;PRAHOVA;PLOIESTI;16435603;RCA;M;c11825f9d8a2c9672143513369036b31
NULL;UTILIZATOR;PJ;NULL;PRAHOVA;GAGENI;16439905;RCA;;3e617fb62e0b1a4cd17467b110a181e3
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;16444723;RCA;;42d3b37b42f1c0466564adf627829731
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;16444725;RCA;;42d3b37b42f1c0466564adf627829731
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;16444726;RCA;;42d3b37b42f1c0466564adf627829731
NULL;UTILIZATOR;PJ;NULL;CONSTANTA;CONSTANTA;16452819;RCA;;ee148395685ac791fa94f06b3217aaca
NULL;UTILIZATOR;PF;61;CARAS SEVERIN;OTELU ROSU;16466103;RCA;M;c78dc1705e9ec8108435354d1ff7f533
NULL;UTILIZATOR;PJ;NULL;BRASOV;FELDIOARA;16472436;RCA;;e38d9f5fa7ad71cbe26fb9d10864cfff
NULL;UTILIZATOR;PF;24;BUCURESTI;BUCURESTI SECTORUL 4;16476029;RCA;F;d2c356cfa981fab475487b11b0e75f2e
NULL;UTILIZATOR;PF;37;HUNEDOARA;HUNEDOARA;16497277;RCA;F;69dac01f45f58e7201f5681a16d3ade2
NULL;UTILIZATOR;PF;30;IASI;HOLBOCA;16512923;RCA;M;89f466a89ad6437354cb734e193f617e
NULL;UTILIZATOR;PJ;NULL;DOLJ;CRAIOVA;16518065;RCA;;863be18d0b6c1a5bc79f4399f56a3511
NULL;UTILIZATOR;PJ;NULL;ARGES;PITESTI;16519507;RCA;;70e5dad243bb4685ef93c2f31bd5f353
NULL;UTILIZATOR;PF;45;MEHEDINTI;DROBETA-TURNU SEVERIN;16531981;RCA;M;b44a236304a1bbd23df8c49507cfc2bb
NULL;UTILIZATOR;PF;83;GALATI;MOSCU;16543359;RCA;M;0c7e225a11eda13b2cdf4e355edfbb1c
NULL;UTILIZATOR;PF;65;SALAJ;LAZURI;16548249;RCA;F;26666ed6f803801c30013849f20e9eef
NULL;UTILIZATOR;PF;48;OLT;SLATINA;16552445;RCA;M;cb82382582eeec9c73dd31e1bd7a2d05
NULL;UTILIZATOR;PF;25;VALCEA;STEFANESTI;16554021;RCA;M;b7a316fd220ab28f98d9659e0d4f168a
NULL;UTILIZATOR;PJ;NULL;BOTOSANI;DOROHOI;16563483;RCA;;d47a95b2d44a96298d469f6db178ee1f
NULL;UTILIZATOR;PJ;NULL;ARAD;ARAD;16565615;RCA;;996bbe7d1d310310aa96e1a7b891ce20
NULL;UTILIZATOR;PJ;NULL;DAMBOVITA;LUDESTI;16568426;RCA;;646e39c322c0c545f94cc250d9bc7257
NULL;UTILIZATOR;PF;61;SIBIU;SIBIU;16584254;RCA;F;31e8aa72ff0cdebf45055f02eccac027
NULL;UTILIZATOR;PF;47;CLUJ;CLUJ-NAPOCA;16585579;RCA;M;7ed4728a5e3106da6f05b1247535cc83
NULL;UTILIZATOR;PJ;NULL;ARGES;BRADU;16585837;RCA;;079ebbb73573d6ac6e249ddb102808ab
NULL;UTILIZATOR;PF;31;ILFOV;CHITILA;16588069;RCA;M;eed7aadf36a2e8f6c0bb55a73629ad34
NULL;UTILIZATOR;PJ;NULL;GIURGIU;BOLINTIN-DEAL (087015);16588233;RCA;;f1cbede6c74e92cfd887cf33cd9c66c0
NULL;UTILIZATOR;PJ;NULL;BRASOV;BRASOV;16589264;RCA;;4abf52f357499649a73f3d5c83a2c0cb
NULL;UTILIZATOR;PJ;NULL;BRASOV;RASNOV;16589421;RCA;;7de7796c69112ad9039443412f895921
NULL;UTILIZATOR;PJ;NULL;DAMBOVITA;VALENI-DAMBOVITA;16601931;RCA;;ede88bc95043774470681c761ccf5cf5
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;16606648;RCA;;0427377dc65d8a49e2e2f43a001620e2
NULL;UTILIZATOR;PF;58;VRANCEA;FOCSANI;16608868;RCA;M;19f974b37e0c661de7c84aac80b8063f
NULL;UTILIZATOR;PF;39;OLT;CARACAL;16625405;RCA;M;7a717decf8b4640e2b988a4de048b196
NULL;UTILIZATOR;PF;66;BRASOV;BRASOV;16627968;RCA;M;011a50bccf70b30efe446081102ae76d
NULL;UTILIZATOR;PF;39;TULCEA;TULCEA;16628209;RCA;M;11405298821f9bfa00759c099dcb07ae
NULL;UTILIZATOR;PJ;NULL;TIMIS;BEREGSAU MARE;16657259;RCA;;0abb9c7f68036b9aa51191cd913afdc0
NULL;UTILIZATOR;PF;35;IALOMITA;URZICENI;16660986;RCA;M;b14ce5bfd59c47ea1afab8454d3f1f50
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;16677009;RCA;;d37fb7f4ba4d16b1e8511296783b80df
NULL;UTILIZATOR;PF;26;ILFOV;BRAGADIRU;16683442;RCA;F;ba08b3938c1cbb22bf2bdae34e9b64e8
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;16697340;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;16697345;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;UTILIZATOR;PF;33;BRASOV;BRASOV;16733146;RCA;F;12e44f94896e3aeca29de620986a92ae
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;16742955;RCA;;5f06dee48ffb41bd7fa4834ef436c6e6
NULL;UTILIZATOR;PF;50;BOTOSANI;CATAMARESTI;16748929;RCA;M;0d26e697338429cc8c7208ab76a91b4b
NULL;UTILIZATOR;PJ;NULL;TIMIS;SANANDREI;16757582;RCA;;b080e6e656e64cc7456404c861325f4f
NULL;UTILIZATOR;PJ;NULL;TIMIS;SANANDREI;16757588;RCA;;b080e6e656e64cc7456404c861325f4f
NULL;UTILIZATOR;PJ;NULL;TIMIS;SANANDREI;16757589;RCA;;b080e6e656e64cc7456404c861325f4f
NULL;UTILIZATOR;PJ;NULL;TIMIS;SANANDREI;16758018;RCA;;b080e6e656e64cc7456404c861325f4f
NULL;UTILIZATOR;PJ;NULL;ILFOV;OTOPENI;16765653;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;UTILIZATOR;PF;28;ALBA;SONA;16770395;RCA;F;e56f4c85c54862d752f3be1804084d69
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16771340;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16771344;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16771346;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16771347;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16771348;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;ARAD;SEMLAC;16772372;RCA;;61e793818971468edb6284938dc603e0
NULL;UTILIZATOR;PF;57;SATU MARE;PETEA;16773570;RCA;F;4e0b85c0f423be8adcfaeb8684aadbd6
NULL;UTILIZATOR;PF;45;BUCURESTI;BUCURESTI SECTORUL 3;16788379;RCA;F;530321af12b75ad066fe78cae2ea1273
NULL;UTILIZATOR;PJ;NULL;ARGES;MATAU;16789968;RCA;;9cc3194f1ee329d087286c45356f6604
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16791382;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16791398;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16791400;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16791403;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16791404;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16791416;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;ARGES;BASCOV;16805259;RCA;;1e9a2a6914608a58bcd3e82361984f72
NULL;UTILIZATOR;PF;55;TIMIS;TIMISOARA;16829787;RCA;M;e8aeac1ca1ca90a54aae6fa051c21117
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;16884294;RCA;;fd372796873e1de997eb69d3bad0dc2b
NULL;UTILIZATOR;PF;38;BUCURESTI;BUCURESTI SECTORUL 4;16911522;RCA;M;db5a69675252c44bf499c1c5972e1264
NULL;UTILIZATOR;PF;33;CARAS SEVERIN;OTELU ROSU;16925285;RCA;M;7c6092e0d30c55cf1ecbc97a388e3bf1
NULL;UTILIZATOR;PJ;NULL;TIMIS;TIMISOARA;16929495;RCA;;396045aef10265fc191f50a3bb310cc0
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16936660;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16936925;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16936956;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;16936961;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PF;58;TIMIS;TIMISOARA;16942197;RCA;M;6bf899e54039164d068accb4baed10bd
NULL;UTILIZATOR;PJ;NULL;HUNEDOARA;DEVA;16946345;RCA;;bece9193fc238fc7f0a09903bb79ba84
NULL;UTILIZATOR;PJ;NULL;ILFOV;BRAGADIRU;16953992;RCA;;783d337af78869efb4f37114ab4b45ac
NULL;UTILIZATOR;PJ;NULL;CARAS SEVERIN;CARANSEBES;16956641;RCA;;97d02bd02990d73d95326e6db6fbc5cf
NULL;UTILIZATOR;PF;30;GALATI;GALATI;16973872;RCA;M;25b8027e9ae22d84d4d4096b91222011
NULL;UTILIZATOR;PF;51;ARGES;MIOVENI;16980634;RCA;M;e216c55b2d47b77ccb034ef9ffdb8746
NULL;UTILIZATOR;PF;64;IASI;HOLBOCA;16993661;RCA;F;759048886cd4ea5df2e419db6db0c698
NULL;UTILIZATOR;PF;68;BUCURESTI;BUCURESTI;17000585;RCA;M;aff08fcf6db06b067b26fbaf8a89cffc
NULL;UTILIZATOR;PF;24;BUCURESTI;BUCURESTI SECTORUL 4;17023340;RCA;F;35f67c339a365f296ab5715184e049b1
NULL;UTILIZATOR;PF;25;OLT;DOBROTINET;17029191;RCA;M;28da5c62245023d386206fd4572c9135
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;17046897;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;17046903;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;CLUJ;CLUJ-NAPOCA;17046905;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PF;68;GORJ;MOTRU;17051635;RCA;F;a7b7ba04fb79fb2aadc91ac10661662d
NULL;UTILIZATOR;PJ;NULL;IASI;IASI;17055610;RCA;;dbab6a0bef1e0087b6b03317d25a8342
NULL;UTILIZATOR;PF;68;BOTOSANI;BOTOSANI;17084102;RCA;M;2c9c5f2d79e4b970f1eec406f9e6f99f
NULL;UTILIZATOR;PF;47;TIMIS;MOSNITA NOUA;17089207;RCA;F;d1db86c49876147d2f0c5a53457ed6d0
NULL;UTILIZATOR;PJ;NULL;IASI;GORBAN;17099570;RCA;;3a589b0146225681443634ce386c3e70
NULL;UTILIZATOR;PF;50;BACAU;PARGARESTI;17116803;RCA;M;8e206609e70e0d0ff701df69db26b784
NULL;UTILIZATOR;PJ;NULL;MURES;TARGU MURES;17124056;RCA;;7ee2e76273ec9a8b84e49ee1cdb948ed
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;17124675;RCA;;42d3b37b42f1c0466564adf627829731
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 5;17124682;RCA;;42d3b37b42f1c0466564adf627829731
NULL;UTILIZATOR;PJ;NULL;ILFOV;OTOPENI;17147065;RCA;;7f0c32102fde32a64963003bbb7190c7
NULL;UTILIZATOR;PF;47;GALATI;GALATI;17161589;RCA;F;bab472d19612efb1e9d998c03cc08b55
NULL;UTILIZATOR;PJ;NULL;MARAMURES;COROIENI;17173116;RCA;;7e32ae8e83a7d6157987af95684cd220
NULL;UTILIZATOR;PJ;NULL;NEAMT;HORIA;17181417;RCA;;43555f861848c1d6741b83d9b84f0ef8
NULL;UTILIZATOR;PF;66;VASLUI;VASLUI;17245971;RCA;M;cbb38ebc4fb656723c64ca5c27257529
NULL;UTILIZATOR;PF;52;BUCURESTI;BUCURESTI SECTORUL 3;17254948;RCA;M;f6dc8ed8db63e0e6eba3938894d04404
NULL;UTILIZATOR;PF;39;TIMIS;TIMISOARA;17262761;RCA;F;f22d249efbd2ee071ca4dc264fe6f686
NULL;UTILIZATOR;PJ;NULL;BRAILA;BRAILA;17266519;RCA;;7fd35044629b69dd4442233691ee50a2
NULL;UTILIZATOR;PJ;NULL;CARAS SEVERIN;RESITA;17268979;RCA;;65d068ec01115b66eb41ed0078814c34
NULL;UTILIZATOR;PJ;NULL;DOLJ;CRAIOVA;17270451;RCA;;08b31c2359d0863d9f58d3c8f8c0b606
NULL;UTILIZATOR;PF;71;BUCURESTI;BUCURESTI SECTORUL 6;17283442;RCA;M;684d3cc9806ab8a22fb2c019c55f794f
NULL;UTILIZATOR;PF;35;BUCURESTI;BUCURESTI SECTORUL 5;17286104;RCA;F;3eea51e38c7608006185fe342f522c4a
NULL;UTILIZATOR;PF;49;ALBA;SEBES;17292110;RCA;M;64269952b16489c0c5c1bb47845af7e1
NULL;UTILIZATOR;PF;62;BRAILA;IANCA;17297650;RCA;M;e369be61e2abc6472cc2df97c2b2daf4
NULL;UTILIZATOR;PF;34;PRAHOVA;SIRNA;17305507;RCA;M;9ca1970a0dc982bfc1a6ca4f33e4f8e6
NULL;UTILIZATOR;PJ;NULL;IASI;GORBAN;17313652;RCA;;3a589b0146225681443634ce386c3e70
NULL;UTILIZATOR;PJ;NULL;BRASOV;FAGARAS;17321877;RCA;;cb8155df1df315266ff0f7859ed839fa
NULL;UTILIZATOR;PF;38;ARGES;PITESTI;17331002;RCA;M;f87844c0b2aab8b92e494712aba6ff6e
NULL;UTILIZATOR;PJ;NULL;ARGES;PITESTI;17334014;RCA;;8933294528679222a83834abc4b7f06e
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;17342426;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;UTILIZATOR;PJ;NULL;ARGES;PITESTI;17354201;RCA;;cb473b6ae932aa349a936aef819b81ef
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;17357258;RCA;;1935857ac13ece8f82f566b97bb05033
NULL;UTILIZATOR;PJ;NULL;CLUJ;APAHIDA;17363704;RCA;;ea039b2e34e80ff61b2543164972d4b6
NULL;UTILIZATOR;PJ;NULL;MARAMURES;BAIA MARE;17366959;RCA;;43052b091867aaf60b12045074d5cb30
NULL;UTILIZATOR;PF;40;TIMIS;TIMISOARA;17370408;RCA;M;e4f216ff5a67682ca18cd437af4ff5fc
NULL;UTILIZATOR;PJ;NULL;VALCEA;MALAIA;17370754;RCA;;390b6361f7bc99d62f9de2637236076f
NULL;UTILIZATOR;PJ;NULL;ARGES;UDENI-ZAVOI;17388890;RCA;;ab4ac8bb35ddb2bf06df122ea8d2bc25
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;17399343;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 4;17400803;RCA;;e742894c93c3688a9ef96604adc2db83
NULL;UTILIZATOR;PJ;NULL;CALARASI;CALARASI;17409267;RCA;;fffe01754346b18238dc52c562d10f98
NULL;UTILIZATOR;PJ;NULL;MURES;LUDUS;17434674;RCA;;cc2e78718dc52070f8ba943466b82e6c
NULL;UTILIZATOR;PJ;NULL;MURES;LUDUS;17434676;RCA;;cc2e78718dc52070f8ba943466b82e6c
NULL;UTILIZATOR;PF;41;BACAU;BACAU;17447569;RCA;M;fb53c70dd24ff32f335f74f22c0c0bab
NULL;UTILIZATOR;PF;83;ARAD;ARAD;17464067;RCA;M;66ba320d77a03f03c3d83200920c4a8a
NULL;UTILIZATOR;PJ;NULL;ARGES;CUCA;17467028;RCA;;c09cb1345aa1bc43b3b3a0840087496d
NULL;UTILIZATOR;PJ;NULL;DAMBOVITA;TARGOVISTE;17467966;RCA;;18e4afb9530a880bbf9bd08c8f8f1dff
NULL;UTILIZATOR;PF;53;SIBIU;SIBIU;17476370;RCA;M;bc5926cc53b8020feda079fdc05e6382
NULL;UTILIZATOR;PJ;NULL;CLUJ;DEJ;17479378;RCA;;56f98853094ccb2602e9353e4a1c5a5c
NULL;UTILIZATOR;PJ;NULL;SUCEAVA;SUCEAVA;17493766;RCA;;c646c735c4ecd9aeebbcc3c9b579fef3
NULL;UTILIZATOR;PJ;NULL;ARAD;ARAD;17504091;RCA;;72a4016d553a741ed9b87818d5199ad7
NULL;UTILIZATOR;PJ;NULL;GORJ;TARGU JIU;17504554;RCA;;a6b18d471fa9a24ab14b37b13826f4e1
NULL;UTILIZATOR;PF;63;SIBIU;CISNADIE;17507044;RCA;F;3cbfb1ba5f2accd6d654545dd6487bed
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513941;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513942;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513943;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513948;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513949;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513959;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513967;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513969;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17513981;RCA;;dfc100278272eada06d4fa93ea79eb92
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17514032;RCA;;22e95342c34507b392b541886b3a40ff
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17514035;RCA;;22e95342c34507b392b541886b3a40ff
NULL;UTILIZATOR;PJ;NULL;SIBIU;DUMBRAVENI;17514038;RCA;;22e95342c34507b392b541886b3a40ff
NULL;UTILIZATOR;PJ;NULL;PRAHOVA;BOLDESTI-SCAENI;17514574;RCA;;221b17f379d2d5fa82ab56b831769acd
NULL;UTILIZATOR;PF;45;BUCURESTI;BUCURESTI;17532133;RCA;M;9c86b5cd1841aea9156e63a1919773e1
NULL;UTILIZATOR;PF;40;BOTOSANI;ROMA;17532459;RCA;M;48ad37e050f22824f15df98442ee8a0d
NULL;UTILIZATOR;PJ;NULL;SATU MARE;SATU MARE;17537527;RCA;;515ce29fa19cf4f6d99ac0ef6aa2b52b
NULL;UTILIZATOR;PJ;NULL;DAMBOVITA;GURA OCNITEI;17549986;RCA;;60ea083693acc88760ac66054773c5c5
NULL;UTILIZATOR;PF;23;MARAMURES;BORSA;17553049;RCA;M;ee2ccd2e3a123e303bed374f60a02d05
NULL;UTILIZATOR;PJ;NULL;TIMIS;TIMISOARA;17553912;RCA;;ea9e1d7f354d0bf2bfe5208985f9bbeb
NULL;UTILIZATOR;PF;43;BRAILA;BRAILA;17564685;RCA;M;1f3f961bc99ce2750c558d937f26fb3c
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI;17606091;RCA;;1fcb1c8d34ea6479013f531f6f2d9126
NULL;UTILIZATOR;PF;48;HUNEDOARA;LUPENI;17624481;RCA;M;7857f3edab5f0a35ae04d639725aa29a
NULL;UTILIZATOR;PJ;NULL;MARAMURES;BAIA MARE;17627853;RCA;;12a6c1c7c46a03378e3059beb0a4a109
NULL;UTILIZATOR;PJ;NULL;ARGES;CUCA;17631137;RCA;;19efe52d116af5efe8fe5418aef30a03
NULL;UTILIZATOR;PF;49;ALBA;SALCIUA DE SUS;17632702;RCA;M;a59dbec81a8164f1fb3e2cdc5bc75487
NULL;UTILIZATOR;PF;26;GALATI;GALATI;17647593;RCA;M;40255b11b6f57d0d853f207154cfe197
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 2;17654780;RCA;;cdb353133aeae1512193d5988b1a32a7
NULL;UTILIZATOR;PF;53;CLUJ;CLUJ-NAPOCA;17664644;RCA;M;5e1fd05c7744ba73dfbac8bfa205d1e5
NULL;UTILIZATOR;PJ;NULL;CONSTANTA;CONSTANTA;17665116;RCA;;09bd23333fb1c6f3d8bf1680e7f6b625
NULL;UTILIZATOR;PJ;NULL;CARAS SEVERIN;RESITA;17675888;RCA;;65d068ec01115b66eb41ed0078814c34
NULL;UTILIZATOR;PF;30;CLUJ;TURDA;17675950;RCA;M;ec4120f4e614f7b23f7b97e9adf19aea
NULL;UTILIZATOR;PJ;NULL;ALBA;TEIUS;17727538;RCA;;6c76c2131cec70763e1346a6757c8c14
NULL;UTILIZATOR;PJ;NULL;IASI;SCULENI;17757114;RCA;;59f59f99ce49b2632f17d09c66764fb0
NULL;UTILIZATOR;PF;56;MURES;TARGU MURES;17759968;RCA;M;3811043e33436f97f4d2468c405223fc
NULL;UTILIZATOR;PJ;NULL;CARAS SEVERIN;RESITA;17777022;RCA;;d3b137eda335692cc91576724e0f6169
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 2;17780902;RCA;;dd3b2b1c9fc922802b3f37afe90cb003
NULL;UTILIZATOR;PJ;NULL;ARGES;CUCA;17781382;RCA;;c09cb1345aa1bc43b3b3a0840087496d
NULL;UTILIZATOR;PJ;NULL;VALCEA;RAMNICU VALCEA;17785628;RCA;;09dcaa4b304d70dfdc772b1de2148397
NULL;UTILIZATOR;PJ;NULL;ARAD;ARAD;17796018;RCA;;1ec81d4dd5cebf4421efd6a22bafae74
NULL;UTILIZATOR;PJ;NULL;ARGES;CURTEA DE ARGES;17800355;RCA;;d9b2ca3608ea815f25c5121f55d3a59e
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 6;17809111;RCA;;45ea49b5374fec78c18bfd849fa86b59
NULL;UTILIZATOR;PF;41;BRASOV;ZARNESTI;17819215;RCA;M;b241d92b577552e911067adbbf014eb7
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI SECTORUL 1;17820473;RCA;;4da2741fee32e89082c40e016aedcf2e
NULL;UTILIZATOR;PJ;NULL;MARAMURES;BAIA MARE;17831892;RCA;;08b6f3bc7eb7b4582e1294afb44acf1b
NULL;UTILIZATOR;PJ;NULL;GORJ;BAIA DE FIER;17836528;RCA;;3ac7da3f3940de6095eeeba574775930
NULL;UTILIZATOR;PJ;NULL;TIMIS;TIMIS;17839497;RCA;;e1f1111e4d889f20063bd1b2e12028d1
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;BUCURESTI;17840865;RCA;;a4e4a4c0029fda52c336d267a4e584ef
NULL;UTILIZATOR;PJ;NULL;SALAJ;PRODANESTI;17841159;RCA;;8d0e5234b82cebaf15ed71598d9f5d57
NULL;UTILIZATOR;PJ;NULL;ARAD;ARAD;17884850;RCA;;79ee638db026605b75ba914640229a47
NULL;UTILIZATOR;PF;50;CALARASI;CALARASI;17886523;RCA;M;b1819bcdd06cbb9b282ffb279a99f591
NULL;UTILIZATOR;PF;60;MEHEDINTI;DROBETA-TURNU SEVERIN;17886771;RCA;M;c54b90b0c3a0b70116cf9e8efefe0903
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 1;17892844;RCA;;b5e52305dce7699b6354e5da57b84518
NULL;UTILIZATOR;PJ;NULL;BUCURESTI;SECTOR 1;17892846;RCA;;b5e52305dce7699b6354e5da57b84518
